"","country","county","murders"
"1386","us","Grant County, ND",0
"1387","us","Cumberland County, IL",0
"1388","us","Piscataquis County, ME",0
"1389","us","Onslow County, NC",7
"1390","us","Dent County, MO",0
"1391","us","Baker County, GA",0
"1392","us","Jefferson County, WA",0
"1393","us","Custer County, MT",0
"1394","us","Pulaski County, VA",1
"1395","us","Zapata County, TX",0
"1396","us","Pamlico County, NC",0
"1397","us","Nowata County, OK",0
"1398","us","Iosco County, MI",0
"1399","us","New London County, CT",5
"1400","us","Spotsylvania County, VA",2
"1401","us","Washington County, TX",1
"1402","us","Whatcom County, WA",2
"1403","us","Dinwiddie County, VA",2
"1404","us","Brantley County, GA",1
"1405","us","Belknap County, NH",0
"1406","us","Camden County, MO",0
"1407","us","Brooks County, TX",1
"1408","us","Henderson County, KY",1
"1409","us","Stearns County, MN",6
"1410","us","Morton County, ND",2
"1411","us","Crowley County, CO",0
"1412","us","Ada County, ID",3
"1413","us","Lewis County, WA",3
"1414","us","Oakland County, MI",33
"1415","us","Marion County, OH",2
"1416","us","Weber County, UT",3
"1417","us","Teller County, CO",0
"1418","us","Wabash County, IL",0
"1419","us","Lenawee County, MI",4
"1420","us","Polk County, TX",0
"1421","us","Johnson County, AR",2
"1422","us","Brule County, SD",0
"1423","us","Logan County, CO",2
"1424","us","Roberts County, SD",0
"1425","us","Pushmataha County, OK",0
"1426","us","Roane County, WV",0
"1427","us","Comanche County, KS",0
"1428","us","Murray County, OK",1
"1429","us","Schuylkill County, PA",4
"1430","us","Fayette County, TN",1
"1431","us","Brown County, IL",0
"1432","us","Amelia County, VA",0
"1433","us","St. Clair County, AL",9
"1434","us","Branch County, MI",1
"1435","us","Lincoln County, OK",1
"1436","us","Kiowa County, OK",0
"1437","us","Ellsworth County, KS",0
"1438","us","Montgomery County, NC",4
"1439","us","Humphreys County, TN",0
"1440","us","Pine County, MN",0
"1441","us","Titus County, TX",0
"1442","us","Harrison County, MS",10
"1443","us","Greene County, NY",0
"1444","us","Clay County, KS",0
"1445","us","Coffey County, KS",0
"1446","us","Izard County, AR",0
"1447","us","Jefferson County, MO",6
"1448","us","Bedford city, VA",0
"1449","us","Van Buren County, IA",0
"1450","us","Hays County, TX",4
"1451","us","Carroll County, OH",0
"1452","us","Strafford County, NH",2
"1453","us","Ravalli County, MT",1
"1454","us","Greene County, PA",2
"1455","us","Allegan County, MI",1
"1456","us","Snohomish County, WA",16
"1457","us","Catoosa County, GA",3
"1458","us","Owyhee County, ID",2
"1459","us","McCracken County, KY",4
"1460","us","Richland County, OH",3
"1461","us","McDonough County, IL",0
"1462","us","Crawford County, MO",3
"1463","us","Lunenburg County, VA",0
"1464","us","Kenosha County, WI",2
"1465","us","Swift County, MN",0
"1466","us","Cochran County, TX",0
"1467","us","Taylor County, KY",3
"1468","us","White County, AR",1
"1469","us","Moore County, NC",6
"1470","us","Kenton County, KY",3
"1471","us","Warren County, KY",6
"1472","us","Ventura County, CA",21
"1473","us","Walsh County, ND",0
"1474","us","Stoddard County, MO",1
"1475","us","Miami County, KS",0
"1476","us","Wilson County, KS",0
"1477","us","Beaver County, OK",0
"1478","us","Linn County, IA",4
"1479","us","Archuleta County, CO",0
"1480","us","Pinal County, AZ",13
"1481","us","Mahaska County, IA",0
"1482","us","Grays Harbor County, WA",4
"1483","us","Washington County, PA",5
"1484","us","Ness County, KS",0
"1485","us","Mineral County, NV",0
"1486","us","Bremer County, IA",2
"1487","us","Gilchrist County, FL",0
"1488","us","Tuolumne County, CA",0
"1489","us","Otsego County, MI",0
"1490","us","Muskingum County, OH",3
"1491","us","Herkimer County, NY",2
"1492","us","Sussex County, VA",1
"1493","us","Logan County, AR",0
"1494","us","Cherokee County, NC",3
"1495","us","Northampton County, PA",9
"1496","us","Skagit County, WA",2
"1497","us","Berrien County, GA",0
"1498","us","Austin County, TX",1
"1499","us","Clark County, KY",4
"1500","us","Cherokee County, OK",0
"1501","us","Guadalupe County, TX",2
"1502","us","Cleburne County, AL",0
"1503","us","Fannin County, TX",4
"1504","us","Braxton County, WV",0
"1505","us","Cumberland County, VA",0
"1506","us","Edgefield County, SC",2
"1507","us","Macon County, GA",1
"1508","us","Wright County, IA",0
"1509","us","Coosa County, AL",0
"1510","us","Pickens County, GA",2
"1511","us","Cooper County, MO",1
"1512","us","Ross County, OH",0
"1513","us","Juneau County, WI",0
"1514","us","Queen Anne's County, MD",1
"1515","us","Dodge County, MN",0
"1516","us","Refugio County, TX",0
"1517","us","Hamilton County, KS",0
"1518","us","Roscommon County, MI",0
"1519","us","Davidson County, NC",0
"1520","us","Dukes County, MA",0
"1521","us","Marion County, MS",1
"1522","us","Caribou County, ID",0
"1523","us","Rabun County, GA",1
"1524","us","Hillsdale County, MI",0
"1525","us","Calhoun County, AR",2
"1526","us","Redwood County, MN",0
"1527","us","Franklin County, VT",0
"1528","us","Howard County, MD",5
"1529","us","Columbia County, AR",0
"1530","us","Pierce County, WI",2
"1531","us","Cattaraugus County, NY",1
"1532","us","Accomack County, VA",2
"1533","us","Brown County, SD",0
"1534","us","Rains County, TX",0
"1535","us","Marin County, CA",0
"1536","us","Winnebago County, WI",0
"1537","us","Koochiching County, MN",0
"1538","us","Butte County, ID",0
"1539","us","Floyd County, IN",4
"1540","us","Falls County, TX",1
"1541","us","Lincoln County, NE",0
"1542","us","Sampson County, NC",6
"1543","us","Crane County, TX",0
"1544","us","Dawson County, TX",0
"1545","us","Warren County, NY",1
"1546","us","Hettinger County, ND",0
"1547","us","Cass County, MO",1
"1548","us","Sawyer County, WI",0
"1549","us","Natrona County, WY",3
"1550","us","Okmulgee County, OK",1
"1551","us","Franklin County, MO",3
"1552","us","Wheatland County, MT",0
"1553","us","Moody County, SD",0
"1554","us","Lawrence County, OH",1
"1555","us","Haskell County, TX",0
"1556","us","Monroe County, IA",0
"1557","us","White County, GA",2
"1558","us","Churchill County, NV",1
"1559","us","Bonneville County, ID",0
"1560","us","Gallatin County, MT",1
"1561","us","Campbell County, KY",3
"1562","us","Marshall County, AL",1
"1563","us","Van Zandt County, TX",4
"1564","us","Erie County, OH",6
"1565","us","Blanco County, TX",0
"1566","us","Floyd County, IA",0
"1567","us","Coos County, OR",1
"1568","us","Menard County, TX",0
"1569","us","Gooding County, ID",0
"1570","us","McIntosh County, OK",1
"1571","us","Montcalm County, MI",1
"1572","us","Lafourche Parish, LA",4
"1573","us","Carroll County, NH",0
"1574","us","Placer County, CA",2
"1575","us","Norfolk County, MA",4
"1576","us","Box Elder County, UT",0
"1577","us","Coryell County, TX",3
"1578","us","St. Tammany Parish, LA",9
"1579","us","Montgomery County, MD",14
"1580","us","Sandusky County, OH",0
"1581","us","Taos County, NM",2
"1582","us","Mecklenburg County, VA",0
"1583","us","Valdez-Cordova Census Area, AK",0
"1584","us","Henry County, GA",5
"1585","us","Cameron County, PA",0
"1586","us","Lee County, NC",4
"1587","us","Cherokee County, IA",0
"1588","us","Lincoln County, CO",0
"1589","us","Perquimans County, NC",2
"1590","us","Stafford County, KS",0
"1591","us","Adams County, NE",0
"1592","us","Lampasas County, TX",0
"1593","us","Bee County, TX",2
"1594","us","Routt County, CO",1
"1595","us","Scott County, AR",0
"1596","us","Carroll County, MD",3
"1597","us","Beauregard Parish, LA",0
"1598","us","Whiteside County, IL",0
"1599","us","Ward County, ND",0
"1600","us","Sevier County, UT",0
"1601","us","Fairbanks North Star Borough, AK",3
"1602","us","Alpena County, MI",1
"1603","us","La Plata County, CO",2
"1604","us","Nassau County, NY",28
"1605","us","Union County, IL",1
"1606","us","Lake County, OH",1
"1607","us","Otero County, CO",0
"1608","us","Jefferson County, NY",1
"1609","us","Lycoming County, PA",2
"1610","us","Mountrail County, ND",4
"1611","us","Walworth County, SD",0
"1612","us","Marshall County, IL",0
"1613","us","Mohave County, AZ",12
"1614","us","Menominee County, MI",0
"1615","us","Upson County, GA",1
"1616","us","Hamilton County, TX",0
"1617","us","Phillips County, KS",0
"1618","us","Clay County, TN",0
"1619","us","Morgan County, GA",0
"1620","us","Stanly County, NC",0
"1621","us","Rogers County, OK",0
"1622","us","Teton County, WY",0
"1623","us","Johnston County, NC",0
"1624","us","Burke County, NC",3
"1625","us","Macoupin County, IL",0
"1626","us","Cayuga County, NY",1
"1627","us","Kimble County, TX",0
"1628","us","Sevier County, AR",0
"1629","us","McIntosh County, GA",1
"1630","us","Alamosa County, CO",0
"1631","us","Gage County, NE",0
"1632","us","Webster County, MO",4
"1633","us","Douglas County, MO",0
"1634","us","Barbour County, AL",0
"1635","us","Henrico County, VA",14
"1636","us","Unicoi County, TN",0
"1637","us","Montrose County, CO",2
"1638","us","Shelby County, AL",8
"1639","us","Monmouth County, NJ",11
"1640","us","Staunton city, VA",0
"1641","us","Rutland County, VT",2
"1642","us","Cass County, IA",0
"1643","us","Delaware County, OK",1
"1644","us","La Salle County, TX",0
"1645","us","Neshoba County, MS",0
"1646","us","Henderson County, NC",6
"1647","us","Comanche County, TX",0
"1648","us","Taliaferro County, GA",0
"1649","us","Montgomery County, KY",0
"1650","us","Fulton County, IL",0
"1651","us","Davie County, NC",1
"1652","us","Fayette County, IA",0
"1653","us","Coleman County, TX",0
"1654","us","Dallas County, MO",0
"1655","us","Audrain County, MO",0
"1656","us","Washington County, MO",1
"1657","us","Noble County, OK",0
"1658","us","Grand Traverse County, MI",0
"1659","us","Kosciusko County, IN",2
"1660","us","Eaton County, MI",1
"1661","us","Hopkins County, TX",0
"1662","us","Palo Alto County, IA",0
"1663","us","Guernsey County, OH",3
"1664","us","Wheeler County, TX",0
"1665","us","Millard County, UT",0
"1666","us","Oneida County, WI",0
"1667","us","Columbia County, WA",1
"1668","us","Christian County, MO",0
"1669","us","Bulloch County, GA",4
"1670","us","Iowa County, WI",0
"1671","us","Towner County, ND",0
"1672","us","Hall County, GA",7
"1673","us","Wise County, VA",4
"1674","us","Fayette County, IL",0
"1675","us","Jersey County, IL",0
"1676","us","Kandiyohi County, MN",0
"1677","us","Deaf Smith County, TX",0
"1678","us","Montgomery County, PA",11
"1679","us","White County, IN",3
"1680","us","Ottawa County, MI",2
"1681","us","Caldwell County, KY",0
"1682","us","Eagle County, CO",2
"1683","us","Washita County, OK",0
"1684","us","Burnet County, TX",0
"1685","us","Newport County, RI",1
"1686","us","Huntingdon County, PA",1
"1687","us","Charlotte County, VA",1
"1688","us","Harper County, KS",0
"1689","us","Monroe County, WV",0
"1690","us","Costilla County, CO",0
"1691","us","La Crosse County, WI",4
"1692","us","Montgomery County, TX",12
"1693","us","Stutsman County, ND",0
"1694","us","Beaver County, UT",0
"1695","us","Emmet County, IA",0
"1696","us","Brown County, KS",1
"1697","us","Sheboygan County, WI",5
"1698","us","Prairie County, MT",0
"1699","us","Halifax County, VA",0
"1700","us","Martin County, TX",0
"1701","us","Carter County, TN",4
"1702","us","Perry County, IL",0
"1703","us","Daviess County, KY",1
"1704","us","Boulder County, CO",0
"1705","us","Lincoln County, MO",0
"1706","us","Olmsted County, MN",3
"1707","us","Columbia County, NY",0
"1708","us","Lavaca County, TX",0
"1709","us","Washington County, UT",3
"1710","us","Randolph County, MO",0
"1711","us","Bartholomew County, IN",1
"1712","us","Kennebec County, ME",3
"1713","us","Kenai Peninsula Borough, AK",0
"1714","us","Tazewell County, VA",2
"1715","us","Pocahontas County, IA",0
"1716","us","Stanley County, SD",0
"1717","us","Will County, IL",21
"1718","us","Phillips County, MT",0
"1719","us","Virginia Beach city, VA",21
"1720","us","Duchesne County, UT",0
"1721","us","Forrest County, MS",4
"1722","us","Grainger County, TN",0
"1723","us","Oscoda County, MI",1
"1724","us","Orange County, IN",0
"1725","us","Medina County, TX",1
"1726","us","Stark County, ND",0
"1727","us","Middlesex County, NJ",13
"1728","us","Baylor County, TX",0
"1729","us","Lancaster County, PA",15
"1730","us","Tuscola County, MI",0
"1731","us","Karnes County, TX",2
"1732","us","Boyd County, KY",1
"1733","us","Plaquemines Parish, LA",0
"1734","us","Randolph County, NC",9
"1735","us","Coweta County, GA",2
"1736","us","Atchison County, MO",0
"1737","us","Northampton County, VA",0
"1738","us","Nottoway County, VA",2
"1739","us","Lyon County, MN",0
"1740","us","Perry County, PA",0
"1741","us","Alexandria city, VA",0
"1742","us","LaPorte County, IN",3
"1743","us","Carroll County, MO",2
"1744","us","McClain County, OK",0
"1745","us","Lake County, CO",0
"1746","us","Acadia Parish, LA",4
"1747","us","Marquette County, MI",2
"1748","us","Seneca County, NY",0
"1749","us","Madison County, KY",1
"1750","us","Franklin County, GA",0
"1751","us","Langlade County, WI",0
"1752","us","Jessamine County, KY",2
"1753","us","Fremont County, WY",2
"1754","us","Miller County, MO",0
"1755","us","Chattooga County, GA",0
"1756","us","Texas County, OK",0
"1757","us","Kane County, IL",6
"1758","us","Bryan County, GA",0
"1759","us","Appling County, GA",1
"1760","us","Oswego County, NY",0
"1761","us","Montgomery County, IN",1
"1762","us","McDowell County, NC",0
"1763","us","Chester County, PA",14
"1764","us","Johnson County, WY",1
"1765","us","Searcy County, AR",1
"1766","us","Dubuque County, IA",2
"1767","us","Shelby County, MO",0
"1768","us","Gem County, ID",0
"1769","us","Okfuskee County, OK",1
"1770","us","Denton County, TX",10
"1771","us","Atascosa County, TX",3
"1772","us","Outagamie County, WI",1
"1773","us","Oktibbeha County, MS",6
"1774","us","Buchanan County, VA",1
"1775","us","Jasper County, IA",1
"1776","us","Baraga County, MI",0
"1777","us","Beckham County, OK",1
"1778","us","Daviess County, IN",0
"1779","us","Nassau County, FL",1
"1780","us","Crow Wing County, MN",1
"1781","us","Caldwell County, NC",2
"1782","us","Eau Claire County, WI",4
"1783","us","Delaware County, IA",2
"1784","us","Roanoke County, VA",2
"1785","us","Fairfield County, OH",4
"1786","us","Ritchie County, WV",0
"1787","us","Summit County, UT",0
"1788","us","Gloucester County, NJ",7
"1789","us","Lapeer County, MI",0
"1790","us","Dade County, MO",0
"1791","us","Jackson County, IA",0
"1792","us","Piatt County, IL",0
"1793","us","Ontonagon County, MI",0
"1794","us","Steuben County, NY",0
"1795","us","Buckingham County, VA",0
"1796","us","Alger County, MI",1
"1797","us","Valley County, MT",0
"1798","us","Washington County, OR",10
"1799","us","Chippewa County, MN",1
"1800","us","Borden County, TX",0
"1801","us","Ferry County, WA",0
"1802","us","Lincoln County, WI",0
"1803","us","Chelan County, WA",1
"1804","us","Madison County, GA",0
"1805","us","Foard County, TX",0
"1806","us","Bleckley County, GA",0
"1807","us","Mifflin County, PA",0
"1808","us","Long County, GA",1
"1809","us","Iron County, MI",0
"1810","us","Fayette County, OH",0
"1811","us","Trinity County, CA",4
"1812","us","Liberty County, FL",1
"1813","us","Barry County, MI",0
"1814","us","Greenwood County, KS",1
"1815","us","Bolivar County, MS",0
"1816","us","Chatham County, NC",1
"1817","us","Westmoreland County, PA",6
"1818","us","Fisher County, TX",0
"1819","us","Bennington County, VT",0
"1820","us","West Feliciana Parish, LA",0
"1821","us","Pitkin County, CO",0
"1822","us","Nez Perce County, ID",0
"1823","us","Rutherford County, NC",1
"1824","us","Rockland County, NY",2
"1825","us","Arenac County, MI",0
"1826","us","Talbot County, GA",1
"1827","us","Meagher County, MT",0
"1828","us","Summers County, WV",0
"1829","us","Genesee County, NY",0
"1830","us","Ulster County, NY",1
"1831","us","Johnston County, OK",1
"1832","us","Prowers County, CO",0
"1833","us","Rawlins County, KS",0
"1834","us","Hall County, TX",0
"1835","us","Haines Borough, AK",0
"1836","us","Grady County, GA",0
"1837","us","Antrim County, MI",0
"1838","us","Dixon County, NE",0
"1839","us","Monona County, IA",0
"1840","us","Hardin County, TX",3
"1841","us","Twiggs County, GA",0
"1842","us","Clarion County, PA",2
"1843","us","Houston County, TX",1
"1844","us","Delta County, TX",0
"1845","us","Rio Grande County, CO",2
"1846","us","Oceana County, MI",3
"1847","us","Moniteau County, MO",0
"1848","us","Bertie County, NC",0
"1849","us","Santa Rosa County, FL",0
"1850","us","Limestone County, AL",4
"1851","us","Orange County, NC",5
"1852","us","Currituck County, NC",0
"1853","us","Spink County, SD",0
"1854","us","Sullivan County, NH",2
"1855","us","Lake County, IL",6
"1856","us","Union County, IA",0
"1857","us","DeSoto County, MS",2
"1858","us","Burlington County, NJ",2
"1859","us","Lincoln County, ID",0
"1860","us","Montgomery County, MO",0
"1861","us","Paulding County, GA",1
"1862","us","McLeod County, MN",1
"1863","us","Kerr County, TX",2
"1864","us","Jay County, IN",0
"1865","us","Marshall County, KS",0
"1866","us","Latah County, ID",0
"1867","us","Jackson County, KS",0
"1868","us","Johnson County, KS",8
"1869","us","Orleans County, NY",0
"1870","us","Simpson County, MS",0
"1871","us","Jackson County, GA",0
"1872","us","Grant County, IN",3
"1873","us","Southampton County, VA",0
"1874","us","Judith Basin County, MT",0
"1875","us","McPherson County, KS",1
"1876","us","Pennington County, MN",1
"1877","us","Culpeper County, VA",1
"1878","us","Concho County, TX",0
"1879","us","Shelby County, OH",0
"1880","us","Union County, OR",0
"1881","us","Bingham County, ID",0
"1882","us","Dickinson County, KS",0
"1883","us","Brazoria County, TX",8
"1884","us","Todd County, MN",0
"1885","us","Gasconade County, MO",0
"1886","us","Collin County, TX",11
"1887","us","Marion County, IA",0
"1888","us","Pend Oreille County, WA",3
"1889","us","Young County, TX",0
"1890","us","Iowa County, IA",0
"1891","us","Grant County, WI",0
"1892","us","Prince William County, VA",2
"1893","us","Perry County, MO",0
"1894","us","Jefferson County, PA",1
"1895","us","Chittenden County, VT",1
"1896","us","Washburn County, WI",0
"1897","us","Brunswick County, NC",1
"1898","us","Jackson County, CO",0
"1899","us","Columbia County, WI",0
"1900","us","Fulton County, AR",0
"1901","us","Wise County, TX",1
"1902","us","Bradford County, PA",0
"1903","us","Columbia County, OR",0
"1904","us","Transylvania County, NC",0
"1905","us","Greer County, OK",0
"1906","us","Gibson County, IN",0
"1907","us","Cassia County, ID",2
"1908","us","Charlevoix County, MI",0
"1909","us","Smyth County, VA",2
"1910","us","Madison County, TX",0
"1911","us","Logan County, KY",1
"1912","us","Colfax County, NM",0
"1913","us","Grundy County, MO",1
"1914","us","Sabine County, TX",0
"1915","us","Mason County, KY",0
"1916","us","Dallas County, IA",1
"1917","us","Monroe County, GA",0
"1918","us","San Juan County, CO",0
"1919","us","Caledonia County, VT",1
"1920","us","Hot Springs County, WY",0
"1921","us","Jefferson Davis Parish, LA",0
"1922","us","Erath County, TX",0
"1923","us","York County, ME",6
"1924","us","Umatilla County, OR",4
"1925","us","Choctaw County, MS",0
"1926","us","Williamson County, TX",3
"1927","us","Greensville County, VA",0
"1928","us","Ellis County, TX",6
"1929","us","Potter County, PA",1
"1930","us","Morgan County, WV",0
"1931","us","Story County, IA",0
"1932","us","Jo Daviess County, IL",0
"1933","us","Benton County, MN",0
"1934","us","Lemhi County, ID",0
"1935","us","Stafford County, VA",1
"1936","us","Power County, ID",0
"1937","us","Pontotoc County, MS",1
"1938","us","Island County, WA",1
"1939","us","Goodhue County, MN",0
"1940","us","Sumter County, FL",0
"1941","us","Saline County, MO",1
"1942","us","Wabaunsee County, KS",0
"1943","us","Louisa County, IA",0
"1944","us","Rock County, NE",0
"1945","us","Hopkins County, KY",2
"1946","us","Wasco County, OR",2
"1947","us","Androscoggin County, ME",0
"1948","us","Morrow County, OR",1
"1949","us","Johnson County, MO",2
"1950","us","Suffolk County, NY",23
"1951","us","Fulton County, KY",0
"1952","us","Habersham County, GA",0
"1953","us","Chautauqua County, KS",0
"1954","us","Charles Mix County, SD",1
"1955","us","Stephens County, TX",0
"1956","us","Gratiot County, MI",0
"1957","us","Bailey County, TX",1
"1958","us","Kiowa County, CO",0
"1959","us","Harrison County, KY",0
"1960","us","Franklin County, PA",5
"1961","us","Clearwater County, ID",0
"1962","us","Orleans County, VT",0
"1963","us","Bell County, KY",0
"1964","us","Boone County, KY",3
"1965","us","Burleson County, TX",1
"1966","us","Aitkin County, MN",0
"1967","us","Scioto County, OH",0
"1968","us","St. John the Baptist Parish, LA",8
"1969","us","Sauk County, WI",1
"1970","us","Towns County, GA",0
"1971","us","Latimer County, OK",0
"1972","us","Lee County, VA",1
"1973","us","Graves County, KY",6
"1974","us","Woodford County, KY",0
"1975","us","Wayne County, NY",1
"1976","us","Archer County, TX",0
"1977","us","St. Charles County, MO",4
"1978","us","Bureau County, IL",0
"1979","us","Anoka County, MN",1
"1980","us","Val Verde County, TX",1
"1981","us","Hardin County, IA",0
"1982","us","Ontario County, NY",2
"1983","us","Isle of Wight County, VA",4
"1984","us","Allegany County, NY",2
"1985","us","Cheshire County, NH",0
"1986","us","Lorain County, OH",5
"1987","us","Delaware County, NY",1
"1988","us","Benton County, IN",0
"1989","us","Clark County, KS",0
"1990","us","Cass County, MI",3
"1991","us","Greene County, NC",0
"1992","us","Idaho County, ID",0
"1993","us","Manitowoc County, WI",0
"1994","us","Coal County, OK",0
"1995","us","Red River County, TX",0
"1996","us","Hale County, AL",0
"1997","us","Calhoun County, FL",0
"1998","us","Bollinger County, MO",1
"1999","us","Reeves County, TX",2
"2000","us","Charlton County, GA",0
"2001","us","Baca County, CO",0
"2002","us","Arlington County, VA",5
"2003","us","Darke County, OH",0
"2004","us","Avery County, NC",0
"2005","us","Rice County, MN",0
"2006","us","Clay County, MN",0
"2007","us","Douglas County, OR",1
"2008","us","Pike County, IN",1
"2009","us","Goliad County, TX",0
"2010","us","Walthall County, MS",1
"2011","us","Dunn County, WI",0
"2012","us","Roger Mills County, OK",0
"2013","us","Washington County, ME",0
"2014","us","Lamar County, AL",0
"2015","us","Love County, OK",0
"2016","us","Ohio County, KY",3
"2017","us","Montague County, TX",0
"2018","us","Sitka City and Borough, AK",0
"2019","us","Otsego County, NY",0
"2020","us","Trigg County, KY",0
"2021","us","Cumberland County, ME",1
"2022","us","Knox County, TX",0
"2023","us","Ionia County, MI",1
"2024","us","Carlton County, MN",1
"2025","us","Lawrence County, SD",0
"2026","us","Alcona County, MI",0
"2027","us","Itawamba County, MS",1
"2028","us","Vermillion County, IN",0
"2029","us","Rio Blanco County, CO",0
"2030","us","McCulloch County, TX",0
"2031","us","Trinity County, TX",1
"2032","us","Sanders County, MT",2
"2033","us","Somerset County, PA",2
"2034","us","Rusk County, WI",0
"2035","us","Lincoln County, NC",3
"2036","us","Williamsburg city, VA",0
"2037","us","Chippewa County, WI",0
"2038","us","Holt County, MO",0
"2039","us","Osborne County, KS",0
"2040","us","Cortland County, NY",1
"2041","us","Griggs County, ND",0
"2042","us","Clinton County, MI",1
"2043","us","Clark County, MO",0
"2044","us","Manassas Park city, VA",0
"2045","us","Watauga County, NC",1
"2046","us","Ramsey County, ND",0
"2047","us","Washington County, VT",1
"2048","us","Lee County, AR",0
"2049","us","Moffat County, CO",1
"2050","us","Williamson County, TN",2
"2051","us","Merrimack County, NH",0
"2052","us","Highland County, OH",0
"2053","us","Lawrence County, AR",0
"2054","us","Nelson County, ND",0
"2055","us","Tucker County, WV",0
"2056","us","Summit County, CO",1
"2057","us","Calumet County, WI",0
"2058","us","Shelby County, KY",2
"2059","us","Pondera County, MT",0
"2060","us","Campbell County, WY",0
"2061","us","Hood County, TX",1
"2062","us","Dawson County, NE",0
"2063","us","Venango County, PA",3
"2064","us","Nemaha County, KS",0
"2065","us","Franklin County, ME",0
"2066","us","Huntington County, IN",0
"2067","us","Susquehanna County, PA",2
"2068","us","Lewis County, WV",0
"2069","us","Wallace County, KS",0
"2070","us","Calloway County, KY",3
"2071","us","Frio County, TX",0
"2072","us","Columbia County, PA",3
"2073","us","Prince Edward County, VA",1
"2074","us","Calvert County, MD",2
"2075","us","San Juan County, UT",0
"2076","us","Howard County, MO",0
"2077","us","Emmet County, MI",0
"2078","us","Clinton County, IL",0
"2079","us","Wheeler County, GA",0
"2080","us","Yamhill County, OR",4
"2081","us","Ida County, IA",0
"2082","us","Chesterfield County, VA",10
"2083","us","Page County, VA",2
"2084","us","Somerset County, ME",1
"2085","us","Decatur County, IN",0
"2086","us","Bayfield County, WI",0
"2087","us","Big Horn County, WY",0
"2088","us","Randolph County, GA",0
"2089","us","Las Animas County, CO",0
"2090","us","Iberia Parish, LA",0
"2091","us","Huron County, MI",0
"2092","us","Irion County, TX",0
"2093","us","Sullivan County, MO",0
"2094","us","Park County, CO",0
"2095","us","Dewey County, OK",0
"2096","us","York County, VA",0
"2097","us","Pike County, PA",0
"2098","us","Kent County, RI",3
"2099","us","Jackson County, TX",0
"2100","us","Kendall County, IL",2
"2101","us","Wood County, TX",1
"2102","us","Caroline County, VA",1
"2103","us","Fulton County, PA",0
"2104","us","Clinton County, PA",0
"2105","us","Christian County, IL",0
"2106","us","Henry County, IL",0
"2107","us","Yoakum County, TX",1
"2108","us","Garfield County, CO",1
"2109","us","Marshall County, KY",0
"2110","us","Washington County, NY",6
"2111","us","Wilkin County, MN",0
"2112","us","Morris County, KS",0
"2113","us","Jefferson County, WI",1
"2114","us","Marathon County, WI",2
"2115","us","Tyrrell County, NC",0
"2116","us","Montgomery County, VA",0
"2117","us","Grafton County, NH",0
"2118","us","Midland County, MI",2
"2119","us","Essex County, NY",1
"2120","us","Livingston County, MO",0
"2121","us","Louisa County, VA",1
"2122","us","Wyoming County, NY",0
"2123","us","Nodaway County, MO",1
"2124","us","Lincoln County, ME",1
"2125","us","Wayne County, PA",2
"2126","us","Whitley County, KY",2
"2127","us","Washington County, VA",2
"2128","us","Ballard County, KY",0
"2129","us","Evans County, GA",0
"2130","us","Ellis County, OK",0
"2131","us","Patrick County, VA",0
"2132","us","Alfalfa County, OK",0
"2133","us","Baxter County, AR",3
"2134","us","Sublette County, WY",0
"2135","us","Dakota County, NE",0
"2136","us","Worth County, IA",0
"2137","us","Hood River County, OR",0
"2138","us","Grant County, WV",0
"2139","us","Clay County, WV",1
"2140","us","Pulaski County, KY",3
"2141","us","Clarke County, VA",0
"2142","us","Callahan County, TX",0
"2143","us","Minidoka County, ID",0
"2144","us","Niobrara County, WY",0
"2145","us","Rockingham County, NH",7
"2146","us","Seminole County, OK",2
"2147","us","Hand County, SD",0
"2148","us","Schley County, GA",0
"2149","us","Linn County, OR",0
"2150","us","Camden County, NC",0
"2151","us","Augusta County, VA",2
"2152","us","Campbell County, VA",2
"2153","us","Albany County, WY",1
"2154","us","Walworth County, WI",1
"2155","us","Oconee County, GA",0
"2156","us","Dakota County, MN",2
"2157","us","Wetzel County, WV",0
"2158","us","Major County, OK",0
"2159","us","Shenandoah County, VA",0
"2160","us","Bullitt County, KY",1
"2161","us","Winston County, MS",1
"2162","us","Pacific County, WA",0
"2163","us","Meeker County, MN",0
"2164","us","Custer County, CO",0
"2165","us","Wilkinson County, GA",0
"2166","us","Greene County, OH",3
"2167","us","Starke County, IN",0
"2168","us","Freeborn County, MN",0
"2169","us","Miami County, IN",0
"2170","us","Jefferson County, WV",0
"2171","us","Barren County, KY",1
"2172","us","Hancock County, OH",0
"2173","us","Fremont County, ID",0
"2174","us","Nobles County, MN",0
"2175","us","Sherman County, OR",0
"2176","us","Hardin County, KY",2
"2177","us","Chickasaw County, MS",1
"2178","us","Skamania County, WA",0
"2179","us","Waseca County, MN",0
"2180","us","Craig County, VA",0
"2181","us","Chenango County, NY",0
"2182","us","Montgomery County, IA",0
"2183","us","Klickitat County, WA",0
"2184","us","Bourbon County, KY",1
"2185","us","Cerro Gordo County, IA",2
"2186","us","Marshall County, IN",1
"2187","us","Parker County, TX",3
"2188","us","Harrison County, MO",2
"2189","us","Mason County, WV",3
"2190","us","Montgomery County, NY",4
"2191","us","Lincoln County, AR",0
"2192","us","Franklin County, IA",0
"2193","us","Schuyler County, NY",1
"2194","us","Oxford County, ME",0
"2195","us","Santa Cruz County, AZ",1
"2196","us","Harris County, GA",0
"2197","us","Butler County, PA",3
"2198","us","Tioga County, PA",0
"2199","us","Stevens County, MN",0
