"","country","county","murders"
"2200","us","Missaukee County, MI",2
"2201","us","Jefferson County, MT",0
"2202","us","New Kent County, VA",0
"2203","us","Faribault County, MN",1
"2204","us","Kittitas County, WA",0
"2205","us","Douglas County, NV",1
"2206","us","Windsor County, VT",2
"2207","us","Adams County, WI",0
"2208","us","Adams County, PA",6
"2209","us","Nelson County, KY",1
"2210","us","Macon County, NC",1
"2211","us","Pickaway County, OH",1
"2212","us","Nemaha County, NE",0
"2213","us","Daniels County, MT",0
"2214","us","Bandera County, TX",0
"2215","us","Hanover County, VA",5
"2216","us","Cheyenne County, KS",0
"2217","us","Carter County, MO",0
"2218","us","Cabarrus County, NC",6
"2219","us","Alexander County, NC",2
"2220","us","Gaines County, TX",2
"2221","us","Waushara County, WI",0
"2222","us","Benton County, OR",1
"2223","us","St. Lawrence County, NY",0
"2224","us","Martin County, KY",0
"2225","us","Buffalo County, NE",1
"2226","us","Parmer County, TX",0
"2227","us","Dawes County, NE",0
"2228","us","Rice County, KS",0
"2229","us","Frederick County, VA",2
"2230","us","Madison County, NC",3
"2231","us","Scott County, MN",0
"2232","us","Sac County, IA",0
"2233","us","Tripp County, SD",0
"2234","us","Sweet Grass County, MT",0
"2235","us","Waupaca County, WI",0
"2236","us","Cheboygan County, MI",0
"2237","us","Cedar County, IA",0
"2238","us","Sherburne County, MN",0
"2239","us","Wadena County, MN",0
"2240","us","Kendall County, TX",1
"2241","us","Phelps County, NE",0
"2242","us","Gove County, KS",1
"2243","us","Franklin County, VA",0
"2244","us","Washington County, IN",0
"2245","us","Westmoreland County, VA",1
"2246","us","Watonwan County, MN",0
"2247","us","Logan County, OH",0
"2248","us","Brewster County, TX",0
"2249","us","Turner County, SD",0
"2250","us","Poquoson city, VA",0
"2251","us","Whitman County, WA",1
"2252","us","Clarke County, IA",0
"2253","us","Barnes County, ND",0
"2254","us","Gogebic County, MI",1
"2255","us","Clinton County, NY",0
"2256","us","Jackson County, WI",0
"2257","us","Coos County, NH",2
"2258","us","Gallatin County, KY",0
"2259","us","Cheyenne County, CO",0
"2260","us","Grayson County, VA",1
"2261","us","Vinton County, OH",2
"2262","us","Clay County, MO",8
"2263","us","Brooke County, WV",0
"2264","us","Hoke County, NC",0
"2265","us","Alleghany County, VA",1
"2266","us","Portage County, WI",0
"2267","us","Porter County, IN",5
"2268","us","Delta County, CO",0
"2269","us","Effingham County, IL",0
"2270","us","Lynn County, TX",0
"2271","us","McHenry County, IL",1
"2272","us","Madison County, MO",0
"2273","us","Wayne County, MO",0
"2274","us","Ocean County, NJ",4
"2275","us","Bristol Bay Borough, AK",0
"2276","us","Clackamas County, OR",9
"2277","us","Saline County, NE",0
"2278","us","Albemarle County, VA",4
"2279","us","Gilmer County, WV",0
"2280","us","Republic County, KS",0
"2281","us","Lincoln County, MS",2
"2282","us","LaSalle County, IL",0
"2283","us","Lafayette County, MO",2
"2284","us","Ashe County, NC",0
"2285","us","Lincoln County, MN",0
"2286","us","Chouteau County, MT",0
"2287","us","Monroe County, MO",0
"2288","us","Hodgeman County, KS",0
"2289","us","Bucks County, PA",6
"2290","us","Tipton County, IN",0
"2291","us","Wythe County, VA",0
"2292","us","Rockwall County, TX",1
"2293","us","Monroe County, WI",0
"2294","us","Nelson County, VA",0
"2295","us","Boundary County, ID",0
"2296","us","Stevens County, WA",0
"2297","us","Sioux County, IA",0
"2298","us","Wilson County, TX",3
"2299","us","Greene County, VA",0
"2300","us","Bonner County, ID",2
"2301","us","Platte County, MO",2
"2302","us","Otter Tail County, MN",1
"2303","us","Fayette County, TX",1
"2304","us","Barron County, WI",1
"2305","us","Trego County, KS",0
"2306","us","Carroll County, KY",1
"2307","us","Randolph County, IL",0
"2308","us","Grant County, MN",0
"2309","us","Chase County, NE",0
"2310","us","Wyoming County, PA",0
"2311","us","Red Willow County, NE",0
"2312","us","Gray County, KS",0
"2313","us","Castro County, TX",0
"2314","us","Norton city, VA",0
"2315","us","James City County, VA",1
"2316","us","Logan County, OK",0
"2317","us","Douglas County, WA",1
"2318","us","Franklin County, NY",1
"2319","us","Stephenson County, IL",2
"2320","us","Pickett County, TN",0
"2321","us","King and Queen County, VA",0
"2322","us","Hendricks County, IN",0
"2323","us","Martin County, MN",0
"2324","us","Centre County, PA",1
"2325","us","Lee County, IL",2
"2326","us","Texas County, MO",1
"2327","us","Pembina County, ND",0
"2328","us","Scott County, VA",0
"2329","us","Fulton County, NY",0
"2330","us","Armstrong County, PA",0
"2331","us","Choctaw County, AL",1
"2332","us","Rosebud County, MT",0
"2333","us","Perry County, KY",0
"2334","us","Grayson County, KY",0
"2335","us","Henry County, OH",2
"2336","us","Mellette County, SD",0
"2337","us","Adair County, KY",0
"2338","us","Pendleton County, KY",0
"2339","us","Todd County, KY",0
"2340","us","Camas County, ID",0
"2341","us","Apache County, AZ",1
"2342","us","Doddridge County, WV",0
"2343","us","Worth County, MO",0
"2344","us","Warren County, VA",0
"2345","us","Prairie County, AR",1
"2346","us","Craig County, OK",1
"2347","us","Coahoma County, MS",0
"2348","us","Oldham County, TX",0
"2349","us","Gloucester County, VA",2
"2350","us","Montgomery County, MS",0
"2351","us","Gallia County, OH",2
"2352","us","Cass County, NE",0
"2353","us","DuPage County, IL",6
"2354","us","Ashtabula County, OH",2
"2355","us","Schuyler County, IL",0
"2356","us","Allen Parish, LA",0
"2357","us","Sheridan County, WY",1
"2358","us","Nicollet County, MN",0
"2359","us","Sharp County, AR",0
"2360","us","Franklin County, TX",0
"2361","us","Mercer County, KY",0
"2362","us","Clay County, KY",0
"2363","us","Atoka County, OK",1
"2364","us","Preble County, OH",2
"2365","us","Jackson County, SD",0
"2366","us","Bergen County, NJ",7
"2367","us","Steele County, MN",0
"2368","us","Attala County, MS",1
"2369","us","Mercer County, ND",1
"2370","us","Douglas County, MN",1
"2371","us","Crawford County, PA",1
"2372","us","Madison County, MS",3
"2373","us","Greenbrier County, WV",4
"2374","us","King George County, VA",0
"2375","us","Hubbard County, MN",0
"2376","us","Presque Isle County, MI",0
"2377","us","Kearney County, NE",0
"2378","us","Cherokee County, GA",3
"2379","us","Edmonson County, KY",0
"2380","us","Yancey County, NC",1
"2381","us","Clay County, AR",0
"2382","us","Madison County, MT",0
"2383","us","Davis County, UT",2
"2384","us","Penobscot County, ME",8
"2385","us","Dodge County, NE",0
"2386","us","Northumberland County, VA",1
"2387","us","Effingham County, GA",1
"2388","us","Mathews County, VA",0
"2389","us","Jefferson County, OR",1
"2390","us","Marion County, KY",0
"2391","us","Rockbridge County, VA",0
"2392","us","Washington County, WI",2
"2393","us","Leon County, TX",1
"2394","us","Real County, TX",2
"2395","us","Orange County, VA",1
"2396","us","Jefferson County, IA",1
"2397","us","Cheyenne County, NE",2
"2398","us","Laurel County, KY",3
"2399","us","Norton County, KS",0
"2400","us","Shawano County, WI",1
"2401","us","Falls Church city, VA",1
"2402","us","Jeff Davis County, TX",0
"2403","us","Giles County, VA",0
"2404","us","Jackson County, OH",1
"2405","us","Livingston County, MI",1
"2406","us","Defiance County, OH",0
"2407","us","Morgan County, CO",0
"2408","us","Botetourt County, VA",0
"2409","us","Hamilton County, NE",0
"2410","us","Fall River County, SD",0
"2411","us","Fairfax city, VA",0
"2412","us","Lincoln County, WA",0
"2413","us","Dickens County, TX",0
"2414","us","Morgan County, OH",0
"2415","us","Traverse County, MN",0
"2416","us","Carroll County, VA",0
"2417","us","King William County, VA",0
"2418","us","Hughes County, OK",0
"2419","us","Wood County, OH",1
"2420","us","Union County, KY",0
"2421","us","Champaign County, OH",1
"2422","us","Keith County, NE",0
"2423","us","Butler County, KY",0
"2424","us","Prince George County, VA",0
"2425","us","Richland County, ND",0
"2426","us","Bledsoe County, TN",0
"2427","us","Livingston County, KY",0
"2428","us","Forsyth County, GA",0
"2429","us","Meigs County, OH",1
"2430","us","Houston County, MN",0
"2431","us","Madison County, NE",0
"2432","us","Athens County, OH",0
"2433","us","Livingston County, NY",0
"2434","us","Warren County, OH",0
"2435","us","Kossuth County, IA",0
"2436","us","Allamakee County, IA",0
"2437","us","Stark County, IL",0
"2438","us","Ripley County, IN",1
"2439","us","Loudoun County, VA",3
"2440","us","Aroostook County, ME",1
"2441","us","Charles City County, VA",0
"2442","us","Bear Lake County, ID",0
"2443","us","McLean County, ND",0
"2444","us","Jones County, GA",1
"2445","us","Dickenson County, VA",1
"2446","us","Potter County, SD",0
"2447","us","Crook County, WY",0
"2448","us","Medina County, OH",4
"2449","us","Union County, GA",0
"2450","us","Crosby County, TX",0
"2451","us","Madison County, VA",1
"2452","us","Bristol County, RI",0
"2453","us","Carson County, TX",0
"2454","us","Madison County, OH",1
"2455","us","Rankin County, MS",3
"2456","us","Douglas County, CO",1
"2457","us","Tompkins County, NY",0
"2458","us","Portage County, OH",0
"2459","us","Nance County, NE",0
"2460","us","Ottawa County, KS",0
"2461","us","Teton County, MT",1
"2462","us","Rush County, IN",0
"2463","us","Sterling County, TX",0
"2464","us","Winona County, MN",0
"2465","us","San Juan County, WA",0
"2466","us","Fauquier County, VA",2
"2467","us","Pepin County, WI",0
"2468","us","Madison County, NY",0
"2469","us","Cleveland County, AR",0
"2470","us","Sanpete County, UT",0
"2471","us","Becker County, MN",0
"2472","us","Kimball County, NE",0
"2473","us","Middlesex County, CT",2
"2474","us","Harlan County, KY",0
"2475","us","Curry County, OR",0
"2476","us","Pike County, AR",0
"2477","us","Pike County, MO",0
"2478","us","Andrew County, MO",1
"2479","us","Rappahannock County, VA",0
"2480","us","Blackford County, IN",0
"2481","us","Madison County, ID",1
"2482","us","Warren County, NJ",1
"2483","us","Fulton County, OH",1
"2484","us","Chisago County, MN",1
"2485","us","Glasscock County, TX",0
"2486","us","Lamoille County, VT",0
"2487","us","Fairfax County, VA",16
"2488","us","Price County, WI",0
"2489","us","Yates County, NY",0
"2490","us","Crawford County, OH",0
"2491","us","Elk County, PA",1
"2492","us","Harding County, SD",0
"2493","us","Clearwater County, MN",0
"2494","us","Gillespie County, TX",0
"2495","us","Hancock County, GA",0
"2496","us","Clayton County, IA",0
"2497","us","Martin County, IN",0
"2498","us","Lawrence County, IL",1
"2499","us","Ralls County, MO",0
"2500","us","Fayette County, GA",3
"2501","us","Clermont County, OH",2
"2502","us","Bosque County, TX",0
"2503","us","Polk County, NC",0
"2504","us","San Miguel County, CO",0
"2505","us","Newton County, IN",0
"2506","us","Franklin County, ID",0
"2507","us","Stone County, MS",0
"2508","us","Greeley County, KS",0
"2509","us","Cottonwood County, MN",0
"2510","us","Roseau County, MN",1
"2511","us","Van Wert County, OH",0
"2512","us","Meade County, SD",0
"2513","us","Thayer County, NE",0
"2514","us","Rooks County, KS",1
"2515","us","Dodge County, WI",1
"2516","us","Forest County, WI",0
"2517","us","Hancock County, ME",3
"2518","us","Hancock County, WV",0
"2519","us","Rockingham County, VA",0
"2520","us","Knox County, ME",1
"2521","us","Winnebago County, IA",0
"2522","us","Knox County, KY",0
"2523","us","Cumberland County, PA",0
"2524","us","Delaware County, OH",2
"2525","us","Beaverhead County, MT",0
"2526","us","Sutton County, TX",0
"2527","us","Montmorency County, MI",0
"2528","us","Guthrie County, IA",0
"2529","us","Buena Vista city, VA",0
"2530","us","Monroe County, MS",0
"2531","us","Clay County, IN",0
"2532","us","Benzie County, MI",1
"2533","us","Emery County, UT",0
"2534","us","Bottineau County, ND",2
"2535","us","Wahkiakum County, WA",0
"2536","us","Custer County, NE",0
"2537","us","Harrison County, IN",0
"2538","us","Goochland County, VA",2
"2539","us","Fulton County, IN",0
"2540","us","Scotts Bluff County, NE",0
"2541","us","Pope County, MN",0
"2542","us","Morrison County, MN",2
"2543","us","Tallahatchie County, MS",0
"2544","us","Green County, WI",0
"2545","us","Wayne County, KY",1
"2546","us","Daviess County, MO",0
"2547","us","McCreary County, KY",0
"2548","us","Wayne County, OH",2
"2549","us","Lancaster County, VA",1
"2550","us","Door County, WI",1
"2551","us","Green County, KY",0
"2552","us","Utah County, UT",6
"2553","us","Morrow County, OH",2
"2554","us","Union County, PA",1
"2555","us","O'Brien County, IA",0
"2556","us","Nicholas County, KY",0
"2557","us","Platte County, NE",0
"2558","us","Murray County, MN",0
"2559","us","Morris County, NJ",2
"2560","us","Lewis County, NY",0
"2561","us","Weston County, WY",0
"2562","us","Clatsop County, OR",0
"2563","us","Hocking County, OH",3
"2564","us","Hitchcock County, NE",0
"2565","us","Deuel County, SD",2
"2566","us","Knox County, OH",1
"2567","us","Yellow Medicine County, MN",0
"2568","us","Iroquois County, IL",1
"2569","us","Yuma County, CO",2
"2570","us","Lee County, KY",0
"2571","us","Schuyler County, MO",0
"2572","us","St. Croix County, WI",1
"2573","us","Juniata County, PA",0
"2574","us","DeKalb County, IN",1
"2575","us","Washington County, OH",0
"2576","us","Perkins County, NE",0
"2577","us","LaGrange County, IN",1
"2578","us","Saratoga County, NY",2
"2579","us","Davis County, IA",0
"2580","us","Johnson County, KY",2
"2581","us","Audubon County, IA",0
"2582","us","Nuckolls County, NE",0
"2583","us","Washington County, MN",2
"2584","us","Trempealeau County, WI",0
"2585","us","Adams County, OH",0
"2586","us","Ascension Parish, LA",0
"2587","us","Moultrie County, IL",0
"2588","us","Hamlin County, SD",0
"2589","us","Pendleton County, WV",0
"2590","us","Adair County, IA",0
"2591","us","Jefferson County, ID",0
"2592","us","Litchfield County, CT",2
"2593","us","Somerset County, NJ",2
"2594","us","Tishomingo County, MS",1
"2595","us","Woods County, OK",0
"2596","us","Houghton County, MI",0
"2597","us","Ashland County, OH",0
"2598","us","Marquette County, WI",0
"2599","us","Osage County, MO",0
"2600","us","Grundy County, IL",1
"2601","us","Clay County, GA",0
"2602","us","Tioga County, NY",0
"2603","us","Hot Spring County, AR",0
"2604","us","Hancock County, IN",1
"2605","us","Fluvanna County, VA",0
"2606","us","Holmes County, MS",1
"2607","us","Meade County, KY",0
"2608","us","Middlesex County, VA",0
"2609","us","Grundy County, IA",0
"2610","us","Chickasaw County, IA",1
"2611","us","Miami County, OH",1
"2612","us","Carroll County, IN",0
"2613","us","Matanuska-Susitna Borough, AK",0
"2614","us","Harrison County, OH",0
"2615","us","Rowan County, KY",0
"2616","us","Moore County, TN",0
"2617","us","Pike County, OH",3
"2618","us","Lee County, MS",0
"2619","us","Hickman County, KY",0
"2620","us","Wright County, MN",0
"2621","us","Carver County, MN",1
"2622","us","Tattnall County, GA",0
"2623","us","Throckmorton County, TX",0
"2624","us","Casey County, KY",0
"2625","us","Windham County, CT",0
"2626","us","Amite County, MS",1
"2627","us","Newton County, AR",0
"2628","us","Antelope County, NE",2
"2629","us","Waukesha County, WI",4
"2630","us","Pike County, GA",0
"2631","us","Dubois County, IN",0
"2632","us","Washington County, RI",1
"2633","us","Scotland County, MO",0
"2634","us","De Witt County, IL",0
"2635","us","Burt County, NE",0
"2636","us","McDuffie County, GA",1
"2637","us","Hudspeth County, TX",0
"2638","us","Webster County, MS",0
"2639","us","Lincoln County, WY",0
"2640","us","Breckinridge County, KY",0
"2641","us","Addison County, VT",0
"2642","us","Schoharie County, NY",0
"2643","us","Treutlen County, GA",0
"2644","us","Ringgold County, IA",0
"2645","us","Garrard County, KY",0
"2646","us","Lewis County, MO",0
"2647","us","Washakie County, WY",0
"2648","us","Custer County, SD",0
"2649","us","Cumberland County, KY",0
"2650","us","Brunswick County, VA",0
"2651","us","Noble County, IN",0
"2652","us","Orange County, VT",1
"2653","us","Hanson County, SD",0
"2654","us","Woodford County, IL",0
"2655","us","McCone County, MT",1
"2656","us","Jackson County, MN",0
"2657","us","Teton County, ID",0
"2658","us","Johnson County, NE",0
"2659","us","Parke County, IN",0
"2660","us","Green Lake County, WI",0
"2661","us","Juab County, UT",0
"2662","us","Floyd County, VA",0
"2663","us","Somervell County, TX",0
"2664","us","Sussex County, NJ",5
"2665","us","Sagadahoc County, ME",0
"2666","us","Hancock County, MS",4
"2667","us","Hardin County, OH",0
"2668","us","Columbia County, GA",1
"2669","us","Lawrence County, KY",0
